,lat,lon,k_means_2,centerX_2,centerY_2,k_means_3,centerX_3,centerY_3,k_means_4,centerX_4,centerY_4,k_means_5,centerX_5,centerY_5,k_means_6,centerX_6,centerY_6,k_means_7,centerX_7,centerY_7
158862,40.767816,-73.9895054,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
158865,40.7019285,-73.9946046,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
159381,40.7106275,-73.9667757,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
159450,40.7611802,-73.9579029,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
159683,40.7565574,-73.9744374,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
159695,40.7667698,-73.9711844,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
159842,40.7605353,-73.9583509,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
159951,40.7577479,-73.9714518,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
160083,40.7168135,-73.9977634,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
160114,40.7599831,-73.9648018,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
160177,40.7624884,-73.9629739,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
160248,40.7750436,-73.9651477,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
160251,40.7432122,-74.0086142,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,6,40.7357701531,-73.9959501857
160323,40.7914677,-73.9741062,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
160406,40.744443,-73.9790578,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
160485,40.7603642,-73.9737646,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
160766,40.7375662,-74.0099197,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,6,40.7357701531,-73.9959501857
160865,40.7496708,-73.9952973,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
160869,40.7435691,-73.9923205,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
161025,40.7454217,-73.9909669,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
161101,40.7408791,-73.990069,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
161103,40.7373607,-73.996839,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,6,40.7357701531,-73.9959501857
161190,40.6936492,-73.9833217,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
161364,40.688616,-73.9891681,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
161373,40.7349628,-73.9797897,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,6,40.7357701531,-73.9959501857
161421,40.7595273,-73.999242,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
161465,40.7678891,-73.9815125,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
161844,40.7324255,-74.006502,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,6,40.7357701531,-73.9959501857
161884,40.7688025,-73.9583602,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
162141,40.747009,-73.9771875,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
162159,40.7713874,-73.9564776,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
162205,40.7497247,-73.9836217,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
162229,40.7076833,-74.0156791,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
162236,40.6998478,-73.9910308,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
162257,40.7303203,-74.0046869,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,6,40.7357701531,-73.9959501857
162299,40.7716578,-73.9531884,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
162399,40.6882107,-73.9658205,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
162437,40.7629631,-73.9718684,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
162443,40.700791,-73.9604981,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
162463,40.7653647,-73.987578,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
162530,40.7578281,-73.9930696,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
162541,40.7615508,-73.9665842,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
162616,40.7624884,-73.9629739,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
162769,40.7454217,-73.9909669,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
162919,40.7583082,-73.9629257,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
162948,40.7543484,-73.9769721,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
163059,40.7548409,-73.9841185,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
163168,40.7198381,-74.0051876,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
163329,40.7731001,-73.9644736,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
163355,40.7608574,-73.9610689,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
163423,40.749638,-73.9990364,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
163457,40.7521904,-73.9934636,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
163468,40.738505,-73.9917978,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,6,40.7357701531,-73.9959501857
163488,40.7472061,-73.9970984,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
163574,40.7576718,-73.9948239,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
163590,40.6998478,-73.9910308,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
163632,40.7077575,-74.015643,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
163638,40.7100794,-74.016383,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
163701,40.7515235,-73.9939473,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
163703,40.7645691,-73.9736365,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
163795,40.7902108,-73.9750204,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
163916,40.79338,-73.9708587,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
164007,40.7571064,-73.9973001,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
164145,40.7859257,-73.9551139,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
164224,40.7571447,-73.9935606,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
164447,40.7485121,-73.9887144,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
164699,40.7583771,-73.9943762,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
164835,40.7534818,-73.9808885,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
164888,40.7460781,-73.9749359,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
164935,40.7723324,-73.9587154,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,4,40.7793703444,-73.9625137017,3,40.7799609055,-73.9632900296,0,40.7799609055,-73.9632900296
164982,40.7193963,-74.0018831,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
165109,40.7564966,-73.972362,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
165264,40.7570075,-73.9638721,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
165424,40.7659332,-73.9908775,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
165551,40.7457274,-73.9781227,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
165735,40.7624884,-73.9629739,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
165956,40.6936492,-73.9833217,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
166081,40.7317392,-73.9914595,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,6,40.7357701531,-73.9959501857
166088,40.7606005,-73.9643142,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
166167,40.6889031,-73.9809286,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
166336,40.7094848,-73.9940233,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
166413,40.7557807,-74.0019852,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
166466,40.7190253,-73.9897692,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
166508,40.7529991,-73.9698874,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
166758,40.7481575,-73.9703191,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
166890,40.7454163,-74.0081994,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
166935,40.7653103,-73.9638424,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
167040,40.7642812,-73.9985813,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
167140,40.7514468,-74.0014293,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
167266,40.7564966,-73.972362,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
167349,40.7203211,-73.9940403,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
167440,40.7610362,-73.9870157,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
167493,40.7457967,-73.9822801,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
167527,40.7572855,-73.9781153,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
167537,40.7656758,-73.9762353,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
167549,40.7502089,-74.0023315,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
167624,40.725432,-73.996771,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
167662,40.760229,-73.9615205,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
167689,40.7583388,-73.9964084,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
167721,40.7546195,-73.9737343,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
167762,40.7208345,-73.9976551,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,1,40.7249280358,-73.998988923,0,40.7249280358,-73.998988923,2,40.7249280358,-73.998988923,1,40.7191862355,-74.0005981864
167836,40.7624884,-73.9629739,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
167861,40.7406437,-73.9757968,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
167882,40.7629631,-73.9718684,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
167883,40.757125,-73.9719069,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
167916,40.6936492,-73.9833217,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
168004,40.6904686,-73.9878913,0,40.7177885778,-73.994302814,1,40.7177885778,-73.994302814,3,40.6962197556,-73.9801457374,3,40.6962197556,-73.9801457374,4,40.6962197556,-73.9801457374,5,40.6962197556,-73.9801457374
168043,40.7553303,-73.9911785,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
168072,40.7565681,-73.990276,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
168159,40.7438255,-73.9795091,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
168467,40.7671875,-73.9899639,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
168529,40.7639242,-73.9741061,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
168627,40.7656758,-73.9762353,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
168663,40.7589782,-73.9939358,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
168671,40.7498542,-73.9879382,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
168675,40.769792,-73.9880646,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
168960,40.7567642,-73.9671533,1,40.7599235928,-73.9815238316,0,40.7676105565,-73.9689765461,2,40.7677341713,-73.9686671375,2,40.7623127725,-73.9715340792,0,40.7621388862,-73.9711278479,2,40.7621388862,-73.9711278479
168981,40.761391,-74.0017363,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,1,40.7567068586,-73.996107039,4,40.7568109077,-73.9961186917
169008,40.7580218,-73.9817932,1,40.7599235928,-73.9815238316,2,40.7541017558,-73.9910267062,0,40.7542562948,-73.9908525538,1,40.7542562948,-73.9908525538,5,40.7502998699,-73.9823692096,3,40.7502013115,-73.982493518
